mean_predicted,km_observed,ci_lower,ci_upper,n_patients,model,cancer,fold
0.024083112252956243,0.5454545454545454,0.2285448426803994,0.7796481488146537,11,MCAT,GBMLGG,1
0.13507361957442204,0.6666666666666665,0.13692727587453274,0.7853392773358101,11,MCAT,GBMLGG,1
0.6252706118431107,0.7272727272727271,0.37078740021222617,0.902833076806713,12,MCAT,GBMLGG,1
0.7838561584269848,1.0,1.0,1.0,11,MCAT,GBMLGG,1
0.8030689810327782,1.0,1.0,1.0,11,MCAT,GBMLGG,1
0.8270356306205531,1.0,1.0,1.0,12,MCAT,GBMLGG,1
0.8482021513332735,1.0,1.0,1.0,11,MCAT,GBMLGG,1
0.8594908661498867,1.0,1.0,1.0,11,MCAT,GBMLGG,1
0.8632600779856768,0.9090909090909092,0.3543995222431069,0.9417727989089287,12,MCAT,GBMLGG,1
0.007999028553709406,0.11111111111111109,0.006338017380401166,0.3852411973474512,12,MCAT,GBMLGG,2
0.01869732677901339,0.4848484848484848,0.16355905155281472,0.7486811129327985,11,MCAT,GBMLGG,2
0.22402332008551148,0.7142857142857143,0.2581536654587949,0.9197974560448583,11,MCAT,GBMLGG,2
0.7245778091613785,0.7407407407407406,0.39067612760778186,0.9086238694040616,12,MCAT,GBMLGG,2
0.7490625097555653,1.0,1.0,1.0,11,MCAT,GBMLGG,2
0.76789846525334,1.0,1.0,1.0,11,MCAT,GBMLGG,2
0.7920101332306482,1.0,1.0,1.0,12,MCAT,GBMLGG,2
0.8205047354355713,1.0,1.0,1.0,11,MCAT,GBMLGG,2
0.8372041847911635,1.0,1.0,1.0,11,MCAT,GBMLGG,2
0.8460899443837596,1.0,1.0,1.0,12,MCAT,GBMLGG,2
0.005147957686728436,0.20625000000000007,0.032053513811074845,0.48461543235541,12,MCAT,GBMLGG,3
0.006329720258824156,0.4383116883116884,0.046843649105733715,0.609879950796963,11,MCAT,GBMLGG,3
0.024788514256160524,0.6363636363636362,0.29689209884730305,0.8451633859703083,11,MCAT,GBMLGG,3
0.4199954339924165,0.9,0.40869078163340444,0.9458726458389115,12,MCAT,GBMLGG,3
0.8146292577708092,1.0,1.0,1.0,11,MCAT,GBMLGG,3
0.8237735999880648,1.0,1.0,1.0,11,MCAT,GBMLGG,3
0.8248495450442196,0.9090909090909092,0.5080802057699292,0.9866738226678231,12,MCAT,GBMLGG,3
0.8252493930658663,1.0,1.0,1.0,11,MCAT,GBMLGG,3
0.8255071267317842,1.0,1.0,1.0,11,MCAT,GBMLGG,3
0.8257073172092565,1.0,1.0,1.0,12,MCAT,GBMLGG,3
0.006267709614508398,0.41666666666666663,0.15247126449269222,0.665301541550334,12,MCAT,GBMLGG,4
0.008779648319737297,0.3499999999999999,0.08479908759841402,0.6397598030089277,11,MCAT,GBMLGG,4
